Ashkan,Sue,AshkanSue55@hmail.ca,basic,0.00
Ashleigh,Jannie,AshleighJannie11@coldmail.com,basic,0.00
Astra,Deonica,AstraDeonica45@coldmail.com,gold,58.87
Aydin,Toree,AydinToree13@hmail.ca,prime,98.68
Ayesha,Adnrea,AyeshaAdnrea41@hmail.ca,basic,0.00
Barnaby,Esi,BarnabyEsi90@hmail.ca,prime,-35.96
Basma,Royal,BasmaRoyal08@hmail.ca,prime,-57.63
Beatrize,Jeremia,BeatrizeJeremia02@hmail.ca,gold,-51.28
Benisha,Marlys,BenishaMarlys71@coldmail.com,prime,71.73
Benjamine,Andreina,BenjamineAndreina71@hmail.ca,gold,6.30
Bethany,Delena,BethanyDelena09@coldmail.com,gold,282.57
Bienvenido,Naeemah,BienvenidoNaeemah00@hmail.ca,prime,142.74
Bill,Klint,BillKlint46@hmail.ca,prime,285.68
Billiejo,Shena,BilliejoShena41@coldmail.com,gold,28.12
Breda,Lavonte,BredaLavonte49@coldmail.com,basic,0.00
Bryn,Nicky,BrynNicky16@hmail.ca,prime,-58.40
Byran,Tobin,ByranTobin07@hmail.ca,prime,-13.52
Byron,Martina,ByronMartina74@hmail.ca,gold,256.33
Caleb,Khaleah,CalebKhaleah05@coldmail.com,gold,137.03
Cally,Hannan,CallyHannan21@hmail.ca,prime,129.39
Cantrell,Shawntae,CantrellShawntae32@hmail.ca,gold,196.09
Caroline,Harout,CarolineHarout46@coldmail.com,prime,103.89
Cartez,Hayward,CartezHayward83@hmail.ca,gold,271.35
Cash,Errica,CashErrica99@hmail.ca,gold,254.39
Catarino,Roneka,CatarinoRoneka97@hmail.ca,gold,67.85
Catharine,Teira,CatharineTeira21@hmail.ca,basic,0.00
Cerise,Kiersten,CeriseKiersten20@coldmail.com,basic,0.00
Chais,Elmo,ChaisElmo00@coldmail.com,gold,188.58
Chalon,Amber,ChalonAmber53@coldmail.com,basic,0.00
Chaquana,Kameka,ChaquanaKameka13@coldmail.com,gold,289.49
Charls,Jaselyn,CharlsJaselyn37@hmail.ca,prime,119.34
Charly,Elston,CharlyElston39@hmail.ca,gold,222.59
Chiquitta,Ronak,ChiquittaRonak49@hmail.ca,basic,0.00
Christa,Evertt,ChristaEvertt05@hmail.ca,prime,104.21
Christine,Omolola,ChristineOmolola01@hmail.ca,prime,293.10
Clare,Tanasia,ClareTanasia03@coldmail.com,prime,249.41
Claudina,Shandell,ClaudinaShandell18@coldmail.com,basic,0.00
Clayton,Ferrell,ClaytonFerrell52@hmail.ca,gold,2.24
Clemente,Cyndi,ClementeCyndi28@coldmail.com,basic,0.00
Coley,Deundra,ColeyDeundra49@hmail.ca,basic,0.00
Contessa,Lady,ContessaLady73@coldmail.com,gold,96.23
Crysta,Shineka,CrystaShineka72@hmail.ca,gold,233.80
Crystalynn,Rana,CrystalynnRana49@coldmail.com,gold,192.75
Dadrian,Carlena,DadrianCarlena09@hmail.ca,prime,69.72
Dakota,Kalah,DakotaKalah39@coldmail.com,prime,3.92
Dalena,Pagan,DalenaPagan50@coldmail.com,basic,0.00
Damonica,Janne,DamonicaJanne86@coldmail.com,gold,-15.72
Dang,Meghana,DangMeghana95@hmail.ca,basic,0.00
Daniell,Blair,DaniellBlair24@hmail.ca,gold,296.46
Dannie,Elsbeth,DannieElsbeth53@coldmail.com,basic,0.00
Danyle,Kellan,DanyleKellan29@hmail.ca,prime,256.62
Dara,Jermeka,DaraJermeka24@coldmail.com,gold,64.70
Darcell,Monchel,DarcellMonchel30@hmail.ca,prime,77.86
Darek,Shaneen,DarekShaneen51@coldmail.com,gold,-41.36
Darien,Tzipporah,DarienTzipporah89@hmail.ca,gold,197.63
Darline,Shenea,DarlineShenea06@hmail.ca,prime,100.23
Darold,Thaddeaus,DaroldThaddeaus69@coldmail.com,prime,-63.51
Darra,Trevin,DarraTrevin32@hmail.ca,prime,177.85
Darrien,Pheng,DarrienPheng41@hmail.ca,gold,-17.89
Darya,Marily,DaryaMarily18@hmail.ca,gold,-65.71
Debrina,Monae,DebrinaMonae72@hmail.ca,basic,0.00
Delora,Kerilyn,DeloraKerilyn98@hmail.ca,basic,0.00
Demitrus,Courtney,DemitrusCourtney10@coldmail.com,gold,-71.97
Demonica,Britnee,DemonicaBritnee38@coldmail.com,prime,27.18
Deontray,Kacie,DeontrayKacie70@coldmail.com,basic,0.00
Deshae,Julita,DeshaeJulita10@hmail.ca,prime,216.65
Deshan,Tascha,DeshanTascha57@coldmail.com,prime,-53.91
Devonna,Alexi,DevonnaAlexi53@hmail.ca,gold,235.71
Deyonna,Normandy,DeyonnaNormandy45@coldmail.com,basic,0.00
Diera,Mindie,DieraMindie65@hmail.ca,gold,195.54
Dietrich,Millard,DietrichMillard34@coldmail.com,prime,48.06
Dominque,Darrien,DominqueDarrien94@coldmail.com,basic,0.00
Dona,Dantae,DonaDantae52@coldmail.com,basic,0.00
Donelle,Latoyer,DonelleLatoyer75@coldmail.com,basic,0.00
Donta,Yalanda,DontaYalanda05@coldmail.com,prime,135.11
Dontrail,Linsey,DontrailLinsey48@hmail.ca,basic,0.00
Doria,Tj,DoriaTj80@hmail.ca,gold,201.47
Dreama,Seaira,DreamaSeaira95@coldmail.com,gold,-72.48
Dshawn,Artavious,DshawnArtavious64@coldmail.com,basic,0.00
Dutch,Tavis,DutchTavis68@coldmail.com,gold,-49.83
Dwon,Rabecca,DwonRabecca47@hmail.ca,gold,288.46
Edana,Alexandre,EdanaAlexandre15@hmail.ca,prime,-83.71
Elayne,Marques,ElayneMarques10@hmail.ca,basic,0.00
Eleshia,Tamica,EleshiaTamica73@hmail.ca,gold,264.45
Elidia,Tyerra,ElidiaTyerra39@hmail.ca,gold,19.50
Eligah,Vince,EligahVince14@coldmail.com,prime,255.05
Elli,Cyrus,ElliCyrus38@coldmail.com,gold,-34.95
Elsie,Hakiem,ElsieHakiem74@coldmail.com,gold,218.95
Elysa,Orlando,ElysaOrlando31@hmail.ca,prime,226.88
Emilyn,Demarco,EmilynDemarco77@coldmail.com,gold,-98.87
Emmaline,Shastina,EmmalineShastina88@coldmail.com,basic,0.00
Emy,Xiomara,EmyXiomara26@coldmail.com,basic,0.00
Erinne,Curry,ErinneCurry15@coldmail.com,gold,-35.32
Eve,Desha,EveDesha89@coldmail.com,gold,221.78
Fahd,Chauntae,FahdChauntae76@coldmail.com,prime,-38.84
Federico,Malissa,FedericoMalissa30@hmail.ca,gold,121.25
Felicita,Emilyanne,FelicitaEmilyanne32@hmail.ca,basic,0.00
Fortino,Ruth,FortinoRuth40@coldmail.com,gold,133.90
Francina,Jenessa,FrancinaJenessa61@coldmail.com,prime,19.60
Franciso,Wright,FrancisoWright79@coldmail.com,gold,75.95
Frazier,Cari,FrazierCari56@coldmail.com,prime,5.73
Gable,Sayuri,GableSayuri40@coldmail.com,gold,291.62
Gabrella,Tal,GabrellaTal09@hmail.ca,gold,-95.44
Gabrielle,Keil,GabrielleKeil10@hmail.ca,basic,0.00
Gaspar,Mahlon,GasparMahlon51@coldmail.com,gold,-98.70
Genette,Christion,GenetteChristion06@coldmail.com,gold,6.58
Geno,Lacandice,GenoLacandice51@hmail.ca,gold,264.91
German,Carlene,GermanCarlene19@hmail.ca,basic,0.00
Giovani,Becki,GiovaniBecki07@hmail.ca,prime,186.24
Gladis,Latria,GladisLatria10@coldmail.com,basic,0.00
Glorya,Shatoya,GloryaShatoya44@hmail.ca,gold,122.96
Glynis,Jerilyn,GlynisJerilyn24@coldmail.com,gold,258.84
Graig,Artavius,GraigArtavius11@hmail.ca,gold,287.73
Graydon,Ellis,GraydonEllis35@hmail.ca,gold,284.30
Guerline,Mari,GuerlineMari51@hmail.ca,prime,150.30
Guido,Laguanda,GuidoLaguanda55@coldmail.com,prime,290.54
Gwynn,Elton,GwynnElton16@coldmail.com,prime,155.50
Heith,Wayland,HeithWayland10@coldmail.com,prime,198.43
Henny,Teri,HennyTeri55@coldmail.com,prime,-21.37
Hoan,Dasmond,HoanDasmond33@coldmail.com,gold,265.34
Howard,Hazel,HowardHazel39@coldmail.com,gold,-2.68
Hugh,Salvador,HughSalvador03@coldmail.com,gold,269.90
Iana,Larena,IanaLarena01@coldmail.com,gold,239.35
Ife,Keyonna,IfeKeyonna67@coldmail.com,gold,67.11
Ikisha,Endre,IkishaEndre45@coldmail.com,gold,-61.62
Ileen,Korissa,IleenKorissa94@coldmail.com,gold,256.89
Illiam,Lisa,IlliamLisa98@hmail.ca,basic,0.00
Iman,Dedric,ImanDedric14@coldmail.com,prime,38.21
Isrrael,Nicholus,IsrraelNicholus77@coldmail.com,basic,0.00
Ivan,Tikisha,IvanTikisha73@coldmail.com,basic,0.00
Ivory,Annalise,IvoryAnnalise49@coldmail.com,basic,0.00
Jaci,Shandreka,JaciShandreka56@coldmail.com,prime,273.37
Jackee,Tyran,JackeeTyran14@coldmail.com,gold,257.81
Jacory,Briar,JacoryBriar97@hmail.ca,basic,0.00
Jaelyn,Jahmel,JaelynJahmel07@hmail.ca,gold,75.31
Jaina,Sequita,JainaSequita45@hmail.ca,gold,148.44
Jameeka,Tymika,JameekaTymika33@coldmail.com,basic,0.00
Jamilah,Cressie,JamilahCressie97@coldmail.com,basic,0.00
Jaramie,Braylon,JaramieBraylon50@coldmail.com,prime,74.67
Jarita,Reese,JaritaReese66@hmail.ca,gold,-62.72
Jarome,Lamekia,JaromeLamekia56@hmail.ca,gold,-31.38
Jarreau,Marlena,JarreauMarlena61@coldmail.com,gold,101.82
Jasan,Chalmers,JasanChalmers60@hmail.ca,basic,0.00
Jasin,Ginni,JasinGinni48@hmail.ca,basic,0.00
Jasman,Teddi,JasmanTeddi93@coldmail.com,prime,-38.09
Jasmeen,Trenda,JasmeenTrenda23@hmail.ca,basic,0.00
Jatavia,Jimmi,JataviaJimmi83@hmail.ca,prime,100.37
Javon,Aislynn,JavonAislynn61@coldmail.com,gold,-62.64
Jayna,Sorangel,JaynaSorangel27@hmail.ca,prime,276.61
Jaysen,Nikol,JaysenNikol82@coldmail.com,gold,37.70
Jazzlyn,Neely,JazzlynNeely55@coldmail.com,basic,0.00
Jenice,Nura,JeniceNura54@coldmail.com,gold,-12.11
Jenifer,Shatavia,JeniferShatavia23@coldmail.com,gold,183.69
Jenniefer,Jerimie,JennieferJerimie01@coldmail.com,prime,-56.66
Jennylyn,Roshundra,JennylynRoshundra24@hmail.ca,gold,166.94
Jerime,Lilliana,JerimeLilliana38@hmail.ca,prime,253.44
Jerrald,Amberlie,JerraldAmberlie71@coldmail.com,prime,125.86
Jessalynn,Adina,JessalynnAdina46@coldmail.com,gold,90.58
Jewell,Chelsey,JewellChelsey27@hmail.ca,prime,122.27
Jodee,Jaime,JodeeJaime26@hmail.ca,basic,0.00
Jodie,Shantya,JodieShantya65@hmail.ca,basic,0.00
Joeseph,Lianna,JoesephLianna20@hmail.ca,basic,0.00
Jolena,Collins,JolenaCollins79@coldmail.com,gold,-82.09
Joli,Yaacov,JoliYaacov13@coldmail.com,basic,0.00
Jone,Abdul,JoneAbdul82@hmail.ca,gold,189.63
Jonerik,Benjie,JonerikBenjie62@coldmail.com,gold,200.83
Jonh,Caralyn,JonhCaralyn28@hmail.ca,prime,86.13
Joshau,Shakeema,JoshauShakeema32@coldmail.com,prime,278.45
Joshu,Marketta,JoshuMarketta76@hmail.ca,prime,268.37
Josten,Brindy,JostenBrindy82@hmail.ca,basic,0.00
Josuha,Quanesha,JosuhaQuanesha10@coldmail.com,gold,135.39
Jr,Myles,JrMyles51@hmail.ca,basic,0.00
Juanesha,Jovana,JuaneshaJovana00@coldmail.com,prime,276.58
Juante,Dezra,JuanteDezra35@coldmail.com,basic,0.00
Judah,Renda,JudahRenda63@coldmail.com,gold,21.61
Julietta,Zacharian,JuliettaZacharian80@coldmail.com,gold,-17.82
Justice,Lisset,JusticeLisset32@coldmail.com,prime,-95.09
Justinn,Adrina,JustinnAdrina22@hmail.ca,basic,0.00
Kaden,Tamaine,KadenTamaine69@coldmail.com,basic,0.00
Kalliopi,Cameo,KalliopiCameo97@hmail.ca,gold,105.78
Kamilah,Violetta,KamilahVioletta82@coldmail.com,basic,0.00
Kandis,Jamise,KandisJamise82@hmail.ca,prime,236.13
Karol,Nieves,KarolNieves65@hmail.ca,basic,0.00
Karrah,Dandra,KarrahDandra03@coldmail.com,gold,46.75
Kassandra,Talissa,KassandraTalissa26@coldmail.com,gold,79.04
Katana,Shayleen,KatanaShayleen76@coldmail.com,gold,51.56
Katieann,Jakita,KatieannJakita70@hmail.ca,prime,-61.71
Katrina,Santosh,KatrinaSantosh70@hmail.ca,prime,99.22
Kaydi,Crickett,KaydiCrickett36@coldmail.com,basic,0.00
Keera,Yaneris,KeeraYaneris72@coldmail.com,prime,183.02
Kelleigh,Aniesha,KelleighAniesha00@coldmail.com,gold,-99.50
Kellen,Atom,KellenAtom28@hmail.ca,gold,-9.23
Kellijo,Abigail,KellijoAbigail26@hmail.ca,basic,0.00
Kendrea,Dene,KendreaDene83@coldmail.com,basic,0.00
Keric,Fredrick,KericFredrick41@coldmail.com,gold,146.47
Kester,Jiles,KesterJiles00@coldmail.com,basic,0.00
Kewan,Lesbia,KewanLesbia92@hmail.ca,gold,220.35
Keyatta,Tandria,KeyattaTandria22@coldmail.com,basic,0.00
Keyla,Garrette,KeylaGarrette08@coldmail.com,gold,21.87
Khira,Alishia,KhiraAlishia09@hmail.ca,basic,0.00
Kiffany,Monette,KiffanyMonette12@coldmail.com,gold,114.19
Kinsley,Isrrael,KinsleyIsrrael01@coldmail.com,basic,0.00
Kiondra,Teairra,KiondraTeairra36@hmail.ca,prime,-88.32
Kisa,Tien,KisaTien02@hmail.ca,basic,0.00
Kitrina,Carolann,KitrinaCarolann35@coldmail.com,prime,-94.98
Kodey,Jamesmichael,KodeyJamesmichael43@hmail.ca,basic,0.00
Kristin,Anastasia,KristinAnastasia77@hmail.ca,prime,209.70
Krystalmarie,Celestial,KrystalmarieCelestial29@coldmail.com,gold,235.65
Kyson,Anjoli,KysonAnjoli27@coldmail.com,prime,-96.27
La,Tarra,LaTarra46@coldmail.com,prime,-75.63
Lachasity,Lene,LachasityLene04@hmail.ca,prime,66.48
Ladarious,Nelia,LadariousNelia57@hmail.ca,gold,252.38
Ladeidra,Ki,LadeidraKi46@hmail.ca,gold,-85.52
Lakenya,Ezequiel,LakenyaEzequiel33@coldmail.com,gold,141.36
Lakeria,Nathifa,LakeriaNathifa52@hmail.ca,gold,290.81
Landen,Andrea,LandenAndrea69@coldmail.com,basic,0.00
Lashann,Jady,LashannJady02@hmail.ca,gold,241.47
Latausha,Abhishek,LataushaAbhishek35@coldmail.com,basic,0.00
Laure,Jesusita,LaureJesusita69@coldmail.com,basic,0.00
Lawonda,Arvin,LawondaArvin37@hmail.ca,gold,-67.61
Leandrew,Keonda,LeandrewKeonda27@hmail.ca,basic,0.00
Leeanna,Harout,LeeannaHarout28@coldmail.com,gold,274.72
Leeroy,Nikitta,LeeroyNikitta48@coldmail.com,basic,0.00
Leisa,Fredo,LeisaFredo61@coldmail.com,prime,-16.39
Lenay,Juston,LenayJuston46@hmail.ca,gold,205.17
Lenita,Darrik,LenitaDarrik33@coldmail.com,basic,0.00
Leona,Shonte,LeonaShonte72@coldmail.com,basic,0.00
Leondra,Rosheena,LeondraRosheena82@coldmail.com,prime,293.98
Leshonda,Uchenna,LeshondaUchenna50@hmail.ca,basic,0.00
Lilly,Juante,LillyJuante20@coldmail.com,gold,-70.99
Lindee,Twanisha,LindeeTwanisha56@coldmail.com,basic,0.00
Linna,Sirena,LinnaSirena79@coldmail.com,basic,0.00
Lisa,Appollonia,LisaAppollonia06@coldmail.com,prime,27.93
Liv,Vanecia,LivVanecia72@coldmail.com,basic,0.00
Lizzete,Dannah,LizzeteDannah75@hmail.ca,prime,135.21
Lizzett,Redmond,LizzettRedmond77@coldmail.com,gold,-24.22
Londell,Teven,LondellTeven39@hmail.ca,prime,126.20
Lonna,Claud,LonnaClaud29@coldmail.com,prime,-38.96
Lorelei,Vincient,LoreleiVincient61@coldmail.com,basic,0.00
Lorenzo,Siobhan,LorenzoSiobhan66@hmail.ca,gold,-18.68
Loriel,Safiyyah,LorielSafiyyah50@coldmail.com,basic,0.00
Louvenia,Micholas,LouveniaMicholas13@hmail.ca,basic,0.00
Lyn,Domnique,LynDomnique98@hmail.ca,prime,-82.52
Lynae,Tameshia,LynaeTameshia83@coldmail.com,basic,0.00
Lynnette,Ari,LynnetteAri80@hmail.ca,gold,31.42
Lysander,Rasean,LysanderRasean18@coldmail.com,prime,-65.59
Maciel,Tanetta,MacielTanetta93@hmail.ca,prime,34.80
Madaline,Omari,MadalineOmari97@hmail.ca,gold,-0.89
Maegen,Shahara,MaegenShahara79@hmail.ca,prime,56.93
Maigen,Cheryll,MaigenCheryll21@hmail.ca,prime,272.18
Makesha,Shakerra,MakeshaShakerra24@hmail.ca,basic,0.00
Mandie,Monica,MandieMonica60@coldmail.com,basic,0.00
Marcellous,Myesha,MarcellousMyesha64@hmail.ca,prime,272.44
Margaret,Avia,MargaretAvia40@hmail.ca,gold,-15.05
Markeisha,Mariadelcarmen,MarkeishaMariadelcarmen01@hmail.ca,prime,186.99
Markeita,Shawntaya,MarkeitaShawntaya39@coldmail.com,basic,0.00
Markesha,Shontae,MarkeshaShontae93@hmail.ca,gold,294.44
Marlaina,Kita,MarlainaKita77@coldmail.com,prime,93.17
Marlea,Jammy,MarleaJammy63@hmail.ca,prime,61.76
Martel,Gerred,MartelGerred77@coldmail.com,prime,23.02
Martisha,Anand,MartishaAnand86@coldmail.com,gold,6.67
Maryjane,Sapphire,MaryjaneSapphire52@hmail.ca,gold,28.10
Maximilian,Dawayne,MaximilianDawayne53@hmail.ca,basic,0.00
Meghann,Tianna,MeghannTianna43@hmail.ca,gold,164.01
Mehwish,Jerami,MehwishJerami76@hmail.ca,gold,21.04
Miasia,Shalie,MiasiaShalie35@hmail.ca,gold,152.32
Michon,Beth,MichonBeth46@hmail.ca,prime,272.08
Mickala,Joie,MickalaJoie10@hmail.ca,prime,-59.37
Mickey,Janathan,MickeyJanathan33@hmail.ca,gold,-0.61
Mickle,Brantley,MickleBrantley67@hmail.ca,basic,0.00
Monifa,Najwa,MonifaNajwa73@hmail.ca,basic,0.00
Monik,Turquoise,MonikTurquoise61@hmail.ca,prime,74.98
Montee,Allona,MonteeAllona77@hmail.ca,gold,-58.40
Monty,Mehgan,MontyMehgan65@hmail.ca,basic,0.00
Morrell,Denita,MorrellDenita36@coldmail.com,gold,140.21
Myia,Chaston,MyiaChaston96@hmail.ca,gold,38.08
Nachman,Sherrika,NachmanSherrika25@coldmail.com,prime,-52.29
Nadirah,Katri,NadirahKatri59@coldmail.com,basic,0.00
Nafeesah,Barney,NafeesahBarney28@coldmail.com,prime,133.53
Najla,Stehanie,NajlaStehanie05@hmail.ca,basic,0.00
Naketa,Alea,NaketaAlea13@hmail.ca,prime,-15.54
Nancyann,Kristy,NancyannKristy90@coldmail.com,basic,0.00
Naquan,Madeleine,NaquanMadeleine43@coldmail.com,gold,-90.71
Natalia,Cheskel,NataliaCheskel89@hmail.ca,basic,0.00
Nathali,Gildardo,NathaliGildardo11@coldmail.com,basic,0.00
Nathanial,Herve,NathanialHerve63@coldmail.com,basic,0.00
Natisha,Huan,NatishaHuan25@hmail.ca,prime,8.07
Nayda,Shyam,NaydaShyam78@coldmail.com,gold,73.71
Neilson,Elbia,NeilsonElbia77@coldmail.com,prime,87.88
Nell,Cami,NellCami24@hmail.ca,gold,95.31
Nicholaus,Nestor,NicholausNestor23@coldmail.com,gold,-49.37
Nicholos,Charlette,NicholosCharlette41@hmail.ca,prime,-73.34
Nickcole,Jesenia,NickcoleJesenia92@hmail.ca,prime,297.97
Nicos,Amberlee,NicosAmberlee57@coldmail.com,gold,-63.09
Niklaus,Errika,NiklausErrika37@coldmail.com,gold,132.65
Nira,Lenox,NiraLenox30@coldmail.com,gold,95.15
Niya,Alysson,NiyaAlysson60@coldmail.com,gold,261.71
Niya,Terrilyn,NiyaTerrilyn15@coldmail.com,prime,263.37
Noella,Jovanne,NoellaJovanne27@hmail.ca,basic,0.00
Noland,Aura,NolandAura05@coldmail.com,basic,0.00
Nolen,Allon,NolenAllon35@hmail.ca,basic,0.00
Nova,Rosevelt,NovaRosevelt02@coldmail.com,basic,0.00
Nygel,Kelse,NygelKelse57@hmail.ca,gold,201.18
Ofelia,Emilia,OfeliaEmilia28@hmail.ca,prime,129.83
Omero,Jamaul,OmeroJamaul59@hmail.ca,gold,60.74
Oren,Tymber,OrenTymber77@hmail.ca,prime,-89.87
Oriana,Anacani,OrianaAnacani63@hmail.ca,prime,180.93
Osvaldo,Darrow,OsvaldoDarrow50@hmail.ca,basic,0.00
Otavia,Karinna,OtaviaKarinna87@hmail.ca,basic,0.00
Otto,Rafael,OttoRafael92@hmail.ca,prime,-31.66
Paisley,Tychelle,PaisleyTychelle70@hmail.ca,prime,2.48
Pansy,Kelton,PansyKelton58@coldmail.com,gold,26.27
Parrish,Laquonda,ParrishLaquonda43@coldmail.com,prime,185.88
Pascual,Kymberli,PascualKymberli61@hmail.ca,gold,-39.13
Patrica,Catina,PatricaCatina88@coldmail.com,basic,0.00
Pedro,Audel,PedroAudel86@coldmail.com,basic,0.00
Peggie,Yu,PeggieYu96@coldmail.com,prime,175.25
Peony,Gladimir,PeonyGladimir79@coldmail.com,prime,293.81
Philadelphia,Takia,PhiladelphiaTakia58@coldmail.com,prime,10.59
Prashant,January,PrashantJanuary32@coldmail.com,basic,0.00
Priscila,Tavish,PriscilaTavish26@coldmail.com,basic,0.00
Qiana,Nadia,QianaNadia69@coldmail.com,gold,202.13
Quanisha,Luciano,QuanishaLuciano17@hmail.ca,gold,-16.55
Quashawn,Shalinda,QuashawnShalinda28@hmail.ca,gold,230.44
Quintell,Asley,QuintellAsley78@coldmail.com,prime,-6.94
Rachiel,Shantoya,RachielShantoya35@coldmail.com,gold,-53.51
Rakesha,Angila,RakeshaAngila59@coldmail.com,prime,-34.94
Randon,Sheridan,RandonSheridan56@coldmail.com,gold,61.11
Ranesha,Panagiota,RaneshaPanagiota53@hmail.ca,gold,95.83
Ransom,Anabell,RansomAnabell06@coldmail.com,gold,49.96
Raphel,Kaia,RaphelKaia76@hmail.ca,prime,203.52
Rashaan,Lucinda,RashaanLucinda63@coldmail.com,basic,0.00
Rashonda,Kelyn,RashondaKelyn77@hmail.ca,basic,0.00
Ratha,Da,RathaDa93@hmail.ca,prime,209.25
Raynell,Renee,RaynellRenee45@coldmail.com,basic,0.00
Raynor,Tanessa,RaynorTanessa83@hmail.ca,gold,73.30
Rebekan,Anique,RebekanAnique06@coldmail.com,basic,0.00
Reema,Larosa,ReemaLarosa58@coldmail.com,gold,-46.23
Rianne,Sheleena,RianneSheleena48@hmail.ca,basic,0.00
Richael,Bradly,RichaelBradly70@coldmail.com,prime,185.13
Richrd,Shira,RichrdShira25@coldmail.com,gold,197.84
Ricquita,Odyssey,RicquitaOdyssey43@hmail.ca,gold,206.44
Rishard,Feliciana,RishardFeliciana74@hmail.ca,prime,-29.44
Rithy,Rhondalyn,RithyRhondalyn18@hmail.ca,prime,162.53
Robert,Kiarra,RobertKiarra52@coldmail.com,gold,-7.41
Rolonda,Aleah,RolondaAleah89@coldmail.com,basic,0.00
Ronak,Katarina,RonakKatarina74@hmail.ca,gold,-5.96
Ronie,Bonifacio,RonieBonifacio40@hmail.ca,gold,139.85
Ronnell,Maurilio,RonnellMaurilio56@coldmail.com,gold,-55.84
Roshawnda,Jady,RoshawndaJady07@coldmail.com,basic,0.00
Roslynn,Kersten,RoslynnKersten01@coldmail.com,prime,229.99
Rubin,Torrance,RubinTorrance33@hmail.ca,prime,-77.39
Ruchi,Jacobe,RuchiJacobe67@hmail.ca,prime,236.24
Rupert,Ieshia,RupertIeshia16@coldmail.com,basic,0.00
Saba,Carinna,SabaCarinna83@hmail.ca,gold,200.42
Sachin,Atiba,SachinAtiba25@hmail.ca,basic,0.00
Sahil,Jeannete,SahilJeannete76@coldmail.com,prime,-81.21
Sahira,Andrianna,SahiraAndrianna87@coldmail.com,prime,222.75
Samar,Mareo,SamarMareo50@hmail.ca,gold,-38.51
Samina,Rosamaria,SaminaRosamaria99@hmail.ca,prime,97.68
Savahanna,Dominik,SavahannaDominik19@coldmail.com,gold,94.19
Scarlett,Sheela,ScarlettSheela65@hmail.ca,prime,284.84
Scott,Kapri,ScottKapri71@hmail.ca,basic,0.00
Sebrina,Monya,SebrinaMonya87@hmail.ca,prime,148.56
Sedrick,Murice,SedrickMurice46@hmail.ca,prime,-97.86
Shalana,Tremain,ShalanaTremain31@coldmail.com,prime,-38.50
Shalayne,Aliki,ShalayneAliki51@coldmail.com,basic,0.00
